cluster,gene,mean,min,Q1,median,Q3,max
5,SPRR1A,-0.0383418758403996,-0.826730502137055,-0.648275457881937,-0.548108434461218,0.301444304500456,6.86946349109237
5,CIDEC,-0.216350022791329,-0.847104480574991,-0.672466028598316,-0.578932971063668,-0.481609896882962,5.58763434659875
5,PPARG,-0.227118832179526,-0.456075862678701,-0.361346171672676,-0.319154885004027,-0.284722533276907,3.12282032225919
5,PTPRO,-0.00522119683376518,-0.930373861882302,-0.738443375374165,-0.647389777659989,0.3550041467621,6.76381681451484
5,LIPE,0.0750103972423563,-0.983832590058873,-0.728498633889982,-0.620934740594708,0.920543199644031,5.58767983724678
5,FXYD3,-0.135938953114658,-0.557333223454612,-0.443054669553442,-0.385154561675106,-0.339519959540608,6.92859877716878
5,PLIN1,-0.0884526508375567,-0.357485210416358,-0.283461503448723,-0.250860623762282,-0.223737377801897,4.41000677245817
5,THRSP,-0.307446801864672,-0.862493871831163,-0.654599608703582,-0.559424717053452,-0.477594633239944,3.79170990408323
5,SCNN1B,-0.00608539980064926,-1.96798407435788,-1.40422700821091,-0.544989080945008,0.805510039107587,6.47463525334591
5,COX8B,-0.0964670456257694,-0.318348792632151,-0.250965214306877,-0.215312682609414,-0.187214235125825,4.09581697839172
5,CDKN1C,-0.307157953053692,-1.05397681344156,-0.834815446903998,-0.733963094055525,-0.0527873277689035,4.08658510601184
5,RETN,-0.100761604137318,-0.874879646739338,-0.690103852286381,-0.60455603861373,-0.508236269246327,6.84345884333599
5,PTH1R,1.43914668726867,-1.67871311403759,0.293419484521009,1.25255933068176,2.40459294911736,5.25772726485215
5,SLC26A4,-0.227586166938242,-1.68629120690964,-1.27323912196073,-0.697897604697786,0.232182105538485,6.4013520134466
5,PRKAR2B,-0.207632711739097,-0.502712373925487,-0.401409063703301,-0.354016250068665,-0.317237737072918,3.00351077373331
5,SLC1A3,-0.289768238016023,-0.571546787473373,-0.462104588942859,-0.40664257082315,-0.362920645908465,4.36454748914098
5,PSCA,-0.171746207382071,-0.620393327298086,-0.483137333809467,-0.413353318253983,-0.363835534485626,6.85471423505593
5,LY6D,0.00336780622808606,-0.663454580295683,-0.514974685075503,-0.444230441825597,-0.376780703934531,6.91543269354947
5,UPK3A,-0.0480712881757362,-0.505381464328341,-0.392055154646663,-0.330393453274794,-0.290746646518388,6.95035467639827
5,ADIPOQ,-0.172927447966089,-0.717124290730762,-0.570222017313212,-0.487141052954205,-0.432943790985051,6.89212506206829
5,APOD,-0.0813402362015618,-0.674854605854408,-0.538470664150611,-0.469127032227096,-0.414651824976654,6.86815713875585
5,UPK1B,-0.0944376816912042,-0.432964702752137,-0.341763070881745,-0.295588567902275,-0.259202714971445,5.17078525733529
5,PLIN4,-0.295441934092071,-0.782519010998756,-0.617539014340164,-0.534079340246232,-0.470692811821849,4.58430466958802
5,C3,3.09492928143343,-1.79997620752453,0.662170630831661,2.5953881191774,6.43095458988432,6.43095458988432
5,CIDEA,0.000923618254789335,-0.364914580275625,-0.279513679841445,-0.237878259667365,-0.208872559149237,6.95687576677534
3,IGFBP2,-0.177655082508907,-0.38965081294452,-0.358716802447943,-0.343041972775454,-0.318685432675555,4.57094265506247
3,ATP1A2,-0.424619800755101,-0.649792164365508,-0.600918323667897,-0.579907222551695,-0.545187034665131,4.17416083652309
3,CLIC3,-0.711033511167696,-1.02348390393204,-0.941386408812582,-0.900600216412423,-0.830864414180472,1.13103908938337
3,WT1,-0.671319253456034,-0.935129003362733,-0.86352239244532,-0.831166614011485,-0.779756283254313,1.63223030566134
3,ADIG,-0.437273425510026,-0.625799223175341,-0.583628754456047,-0.561310422653579,-0.525995564638161,2.5060813887253
3,RHBG,-1.6752563283319,-2.32659361571381,-2.0835012113666,-1.82623115696077,-1.45195452800531,2.68602119706756
3,SPRR1A,-0.441947925024296,-0.908473701422453,-0.829901792826067,-0.787550411667237,-0.685540149477559,6.86946349109237
3,CIDEC,-0.368827757293661,-0.916276796716347,-0.834217144935849,-0.787474907782456,0.149541635712329,2.22658780730845
3,PPARG,-0.0865122230110453,-0.503034816921582,-0.458520585245698,-0.436538130956838,-0.403745868670232,3.78675329656089
3,PTPRO,-0.673602097439765,-1.01041149028736,-0.933497941374822,-0.89647880226197,-0.824622257075042,2.17675963013505
3,LIPE,-0.574788959087386,-1.07617340781482,-0.977468255142756,-0.916745364254829,-0.11068470279251,1.88980389425183
3,FXYD3,-0.268121635727539,-0.614888370644661,-0.559577681393608,-0.53532547807078,-0.492858138096088,3.63434557917314
3,PLIN1,-0.292126441760182,-0.393635622142477,-0.361771989294294,-0.349348563028359,-0.331504888335459,2.60586502677657
3,THRSP,-0.175736013806472,-0.93519045696195,-0.822111919771783,-0.711237966298931,0.18435844714179,3.73834308929039
3,SCNN1B,-1.3614140568046,-2.07676558183164,-1.92088274783496,-1.55931114266327,-1.11713088256093,1.59639522152436
3,COX8B,-0.219230727523057,-0.354118461462012,-0.32175623715932,-0.308390246865064,-0.291087179857074,2.70500169070708
3,CDKN1C,-0.728026728627758,-1.14821226843209,-1.06010516175735,-1.00515953136069,-0.295190110280582,1.11637665706115
3,RETN,-0.655672148042526,-0.957434005816432,-0.878102888591887,-0.836365735606443,-0.765735904889662,1.60087287713409
3,PTH1R,-1.51020525148514,-2.42764098081323,-1.82979380170303,-1.52065490464414,-1.18805787108609,-0.0419341879206024
3,SLC26A4,-1.30664050276638,-1.80732696489109,-1.6737512139596,-1.59300356722825,-1.05723266963159,2.45439086808688
3,PRKAR2B,-0.132483170400445,-0.551399847856457,-0.504471482270498,-0.484099246514461,-0.446694432689067,3.25011130499898
