IGFBP2,ATP1A2,CLIC3,WT1,ADIG,RHBG,SPRR1A,CIDEC,PPARG,PTPRO,LIPE,FXYD3,PLIN1,THRSP,SCNN1B,COX8B,CDKN1C,RETN,PTH1R,SLC26A4,PRKAR2B,SLC1A3,PSCA,LY6D,UPK3A,ADIPOQ,APOD,UPK1B,PLIN4,C3,CIDEA,cluster
-0.200442351266207,-0.391828213423641,1.29587783619588,-0.585601638719671,-0.366546852645282,0.813285349570826,-0.524414895725633,-0.535974800713435,-0.282878173881877,1.36430154371409,1.08475273132576,-0.34021272430861,-0.223388371411555,1.30719819914283,-1.39765333547055,-0.185827964991484,-0.695044761828327,-0.56277349603766,2.19245746765253,-1.20146827910932,-0.31909288682783,-0.363584447061584,-0.378602259414616,-0.408470226531382,-0.300820429744614,-0.449639064233168,-0.434593864132268,-0.259755059195504,-0.491483643471809,-0.271343912704719,-0.210426600290691,4
-0.249826893451039,-0.457185566147782,-0.727316530155197,1.06853229557998,-0.434491799739793,-1.18412286072689,-0.621613206295182,-0.635581609413703,-0.338595724457261,0.872820647046938,-0.745331830130505,-0.40977895969261,-0.265974817082547,0.834481022120419,0.546059037935598,-0.2278830646327,-0.810267237309375,-0.662696053438554,-0.0297580212615325,-0.43214840738396,-0.377931811660296,-0.430231440496198,-0.456015702420354,-0.490082188333428,-0.366673916088328,3.05783667597434,-0.511520568090516,-0.315224432397531,-0.58503617067234,0.650018314644317,-0.259782686566355,8
-0.338703068866077,-0.574324783466263,-0.907593451915735,0.402842940076438,-0.556295790105649,-0.957391334577808,-0.796168716461153,-0.814418678388513,-0.438551445997973,-0.898599782080484,-0.947076326991097,-0.534512501049127,-0.343223894507391,1.24835883659223,-1.44034154575745,5.04947812081893,-1.01644438802411,-0.842093258138095,-1.41399391269723,-1.63723742088839,-0.483411698498978,-0.549693534860119,0.811280158591333,-0.63663038414566,-0.48470630341621,0.58645291978143,-0.649585353973568,-0.414742664277744,0.41489563449952,0.166147858057638,-0.348609498916625,7
-0.257586730962841,-0.467438720077136,-0.74309118324508,-0.687890019671467,-0.445152110202754,6.40652541237988,-0.636882973730007,0.852004695597574,-0.34733949762865,-0.740029222749309,-0.763016657602777,-0.420694666183051,-0.272688859831938,0.770567226724546,6.47463525334591,-0.234516134349545,-0.82835001265235,2.31868452430764,2.00926874662609,5.78303810014173,-0.387162852701051,-0.440687436246708,-0.468169288426159,1.31716511653098,-0.377005085617437,1.19128906216537,-0.523597339108125,2.3297875668947,-0.599733353124803,1.24683398232445,5.75287254339029,1
2.05109008606406,-0.550108519127511,-0.870337120878418,-0.79996048569466,1.17371764788736,-1.64663674312262,2.85034903924749,2.74463491927147,-0.417875496905818,0.346315746535231,-0.905460952583975,1.15755360394515,-0.327155666796424,-0.789229457647338,-1.84871433220581,-0.288351965283893,0.0340359905140409,0.365239407432088,1.18780792228758,-0.21480304952213,1.50607030935274,-0.524996313189681,2.4407248345004,3.68063141271907,1.29738311801484,-0.657182551831419,0.891581234776461,1.69780080788862,0.53209648078659,0.245242842746451,2.04268927095828,0
-0.307373980330042,-0.533108683577796,-0.844172880433085,-0.776904886543029,-0.513435649068352,-1.56949565656482,-0.734745939017924,-0.7515004240789,-0.403365035309333,-0.837451208977975,-0.876207816824369,-0.490619103882044,-0.315906686034023,3.91401117597913,-1.80289216018675,-0.277229663186298,-0.944048868785525,-0.778979552847215,-2.70229599598789,-0.820185166001368,-0.446292609123166,-0.507659011263704,-0.54605373039989,-0.585041834024629,-0.443175564911157,-0.634860535012613,-0.600987841317215,-0.379709054022739,-0.693938358692977,-1.21543984353592,-0.317297535985158,2
-0.341170920473799,-0.577567751238804,-0.912580928101891,-0.837204092894573,-0.559668192223711,-0.195182626786572,-0.801000010709208,-0.819366907796163,-0.441320846768433,-0.903409621765842,1.9092467939994,-0.537966278206077,-0.345379654077977,0.195426290361759,-1.92114206613545,2.34691785596454,-0.0912145059244513,0.235507933098997,-0.866596729866793,-1.01799610848585,-0.486332628134835,1.05861900700513,0.795021739450234,-0.640690020123509,-0.487974036861281,0.570826003605927,-0.653409616284265,-0.417500097110598,0.399724703221054,-0.112950922286067,-0.351076014413338,7
-0.361761968074584,-0.604604407218042,0.0446681983232287,0.263102909825441,-0.58778422724197,-1.8749266299506,-0.841263643084481,-0.860600525256772,-0.464414614048049,-0.943495203896852,-0.998996114322276,-0.566761044510246,-0.363388818717238,3.89115303638297,-1.99045315171667,-0.324189081835194,-0.207557793791189,0.115544574075334,-2.90131074492622,-1.70638735221588,1.18778045869586,2.41714099623156,-0.630899808905209,-0.674536324573539,-0.515217190739042,-0.728748999684799,-0.685294256536897,-0.44049440688692,-0.796518784139835,-2.32437536930942,-0.371655988003259,6
-0.301179303116518,-0.524948975910062,-0.831612576737269,-0.765839597780709,-0.504950739081444,-0.582177408118323,-0.722583597241844,-0.739040243928866,-0.396401327276317,-0.825343440501198,0.249905042271666,-0.48192989539888,-0.310516324917369,0.44855717278829,-1.22155453190492,-0.271900656277031,0.156118769435165,-0.766480420081061,0.326778391119806,-0.781816084839593,-0.438944814117555,-0.499337385236634,-0.536373030048515,0.959728793351486,-0.434953602458982,-0.624147541756613,-0.591368655321804,-0.372775746258995,-0.682229055185433,0.0242642603122821,-0.311106280739828,5
-0.154147873521051,-0.330406686104037,-0.532882548330006,2.247215056971,-0.302709222995415,3.90988193645609,-0.433408950787154,2.02121100515263,-0.230538284933739,-0.537475391665495,-0.527144940814241,-0.274864740003833,-0.183699414085076,-0.436616696815615,-1.21189348198132,-0.146664162237429,-0.587093241781852,-0.469222450069596,3.87224366487808,1.99851901610124,-0.263797082401766,-0.300957784943331,-0.305968646119011,2.62341625308962,-0.238935051397981,-0.369420996328394,-0.362411472058009,-0.207650821484684,-0.403875805716039,1.30072161327273,-0.164159455931117,4
-0.165712873298932,-0.345763778095743,-0.556345246454992,-0.523459506455347,-0.31866870890791,-1.4248983480417,4.27436309483117,-0.465992588932167,-0.24362319642082,-0.560086615648919,-0.553479226867164,-0.291200427257496,-0.193592304434513,-0.461138631461017,-0.140509433656101,-0.15642324386104,-0.614033383193627,-0.492569542581968,3.40249032248293,0.335828659833714,-0.277622982632525,-0.316615446260563,2.5875828543684,5.20028835570253,-0.25440785493144,-0.389452577525322,-0.380446915205652,-0.220676602594008,-0.425743893166002,-0.340824075949154,-0.175717567538714,4
-0.340670326569037,-0.576909972654148,-0.91156934624682,-0.836311939619544,-0.558984159457825,-2.15578674223052,0.315630309940532,-0.818363282861107,-0.440759112255286,-0.902434055558296,-0.951514477187538,-0.537265739215517,-0.344942320711799,-0.832267671051129,-0.514673630543702,-0.305941971010369,-1.02097686439386,-0.846050039033104,-3.06582798435066,-1.64318552078227,1.34334695109552,-0.55233008093622,-0.598030377445212,-0.639866591005186,-0.487311234922835,-0.692379223012969,0.752246177631289,-0.416940789425358,-0.756792350236202,-1.99568883727083,-0.350575691380191,2
-0.325276014964695,-0.556670915766624,-0.880435285640201,-0.808861109904456,-0.537937491276997,-2.09863767926846,-0.769863494770565,-0.787474907782456,-0.423477809542216,-0.872411681290064,-0.916745364254829,-0.515711394281393,-0.331504888335459,-0.79977151434619,-1.86620476627725,-0.292652693628245,-0.985464539719034,-0.81506606076338,-0.993695370855208,-1.59640861125332,-0.467511786102284,-0.531689021015933,-0.574011857095485,-0.614531879108056,-0.466917637653266,-0.665800189471924,-0.628768201770022,-0.399734319420809,1.72700145132733,-0.615787641319613,-0.335189747628364,3
-0.304421569948266,-0.52922013765192,-0.838187314155819,-0.771631561917367,-0.509392113135514,-1.55142240174218,-0.72894993530626,-0.745562547558829,-0.400046359029122,-0.831681202264914,-0.869512642029758,1.27992591512174,-0.313337157820046,0.426727930751151,-1.7923088175919,-0.274689328669181,2.27896494511595,0.470112729497964,-2.76865403865199,-1.53223301148024,-0.442790953627435,-0.503693297015145,-0.541440253681228,-0.580175646055495,-0.439257349385417,-0.629755087443154,-0.596403683157657,-0.376404859064129,-0.688358181239173,-1.76305624432294,-0.314346755064864,6
-0.315339264412765,-0.543595834522502,0.326062204108746,-0.791127529085087,-0.524340911411402,-0.730522446006192,2.92803410667297,-0.767513440656157,-0.412316114351948,-0.853012202576184,-0.894257390613611,1.19487939819368,-0.32284314717952,-0.778765075452499,-1.30692753426064,-0.284087795207316,-0.962490901817393,-0.795042517713809,0.734445599225292,-1.56594183572716,-0.455736628899716,-0.518354325476942,-0.558496772015973,-0.598166596160412,1.33592903098918,-0.648630556355451,-0.613351783652512,-0.388621133365888,-0.708987994575442,-0.206988576134796,-0.325258437282889,0
-0.3435033224301,-0.580632219210779,0.150536792428311,0.372901822461017,-0.562854978149176,-1.7779086274782,-0.805565075315973,0.252749311248994,1.47237450926275,-0.907954430945849,-0.957903027133943,0.991613277817561,-0.347417617083937,0.181638938578369,-1.46668037590165,-0.308390246865064,-1.02750090574911,-0.851746630432997,-0.972085812702138,-1.03099170949353,-0.489092830883149,-0.556126276347655,-0.602447988158168,-0.644526246458937,-0.491061908178702,-0.697267580352961,-0.65702343311944,-0.420105883503736,1.53312452056143,-1.31405318810477,-0.353407155334499,3
