gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,c_seurat_clusters
SLC44A4,4.18118612990907e-27,-0.471609279381045,0.493,0.835,7.14857392630553e-23,2
HSD17B4,4.22904187035742e-27,-0.25440214197747,0.973,0.994,7.23039288575008e-23,2
LYRM9,4.53018311727331e-27,0.426011281623253,0.853,0.446,7.74525407560218e-23,2
SMIM22,4.66019948629902e-27,-0.279243604497443,0.947,0.981,7.96754306172544e-23,2
DRAM2,5.23505971248556e-27,-0.371716623817876,0.78,0.958,8.95038159043656e-23,2
OTULINL,5.28941052789146e-27,0.345439082861665,0.547,0.17,9.04330517953603e-23,2
SRP14,6.4873622643504e-27,0.25828724570212,1,0.956,1.10914432633599e-22,2
GM45716,6.53698497590087e-27,0.344979446867192,0.54,0.167,1.11762832132977e-22,2
ACTR6,6.74258349173714e-27,0.364529647432217,0.56,0.185,1.1527794995823e-22,2
CDHR5,7.61503995202814e-27,-0.32947940804214,0.873,0.978,1.30194338059825e-22,2
FBXO44,7.96124703389196e-27,0.416817874158668,0.933,0.587,1.36113440538451e-22,2
CMC2,8.12740273775235e-27,0.358698766368497,0.953,0.776,1.38954204607352e-22,2
SIVA1.1,8.44058775233999e-27,0.429547544956824,0.907,0.545,1.44308728801757e-22,2
TMEM107,9.18453330432392e-27,0.418747046903316,0.847,0.42,1.57027965904026e-22,2
RAP2A,9.35152885586435e-27,0.401716687834386,0.74,0.318,1.59883088848713e-22,2
LPIN2,9.70069857697285e-27,0.394628691713278,0.967,0.641,1.65852843570505e-22,2
ELF3,1.15938433628847e-26,0.425691052210565,0.907,0.487,1.9821993997524e-22,2
HECW2,1.18816319456689e-26,0.356850710264798,0.6,0.203,2.03140261375101e-22,2
MIA2,1.27558646585082e-26,-0.334333086520633,0.853,0.969,2.18087018066515e-22,2
DSP.1,1.39296961394241e-26,0.437831400016408,0.893,0.521,2.38156014895733e-22,2
CLRN3.1,1.45006293727809e-26,-0.582417410146152,0.167,0.623,2.47917260386435e-22,2
FGG.1,1.5270878551282e-26,-0.591725674509351,0.113,0.572,2.61086210591269e-22,2
JDP2,1.53600250411428e-26,0.365219677132691,0.633,0.229,2.62610348128419e-22,2
PTS,1.80451363077545e-26,0.288586808075007,0.96,0.899,3.08517695453678e-22,2
OSBPL8,1.93299395159554e-26,-0.467343361421242,0.527,0.826,3.30483975904289e-22,2
H2-DMA.1,2.0895716289048e-26,-0.46516900997966,0.573,0.833,3.57254061393853e-22,2
ITPR1,2.20471486515414e-26,-0.344246243769664,0.833,0.978,3.76940100495403e-22,2
NAA20,2.21455654299587e-26,0.362493318782065,0.96,0.77,3.78622732156004e-22,2
IGF1,2.58331541248618e-26,0.337290029446013,0.593,0.195,4.41669436072762e-22,2
NPL.1,2.65466675547594e-26,-0.588885736378047,0.153,0.597,4.53868375183721e-22,2
SLC18A1.1,2.84455693873858e-26,-0.542007258793971,0.227,0.643,4.86333899816135e-22,2
MPRIP,2.87786690740539e-26,0.270034931931143,0.993,0.939,4.920289051591e-22,2
AMDHD2,3.16363237348328e-26,-0.422916037114909,0.647,0.899,5.40886226894437e-22,2
COPZ2.1,3.21755306196673e-26,0.435949773636007,0.853,0.459,5.50105047004452e-22,2
SCPEP1.1,3.26246905530558e-26,-0.446084168662999,0.587,0.86,5.57784334385595e-22,2
B4GALT6,3.6681333660132e-26,0.40347930750383,0.793,0.373,6.27140761587277e-22,2
FSTL1,4.42295354674901e-26,0.399425362548448,0.747,0.317,7.56192367887678e-22,2
MYO5C,4.71969654193871e-26,0.32482411697327,0.453,0.127,8.06926517775261e-22,2
IKBKB,6.04855567477119e-26,-0.389599926501396,0.727,0.949,1.03412156371563e-21,2
SLC3A2,6.37520213760121e-26,-0.306611789906708,0.933,0.981,1.08996830946568e-21,2
SLC8A1.2,6.43039141203586e-26,-0.696995448354351,0.333,0.712,1.09940401971577e-21,2
LYPLA1,7.01452119838041e-26,-0.297153795288185,0.913,0.981,1.1992726892871e-21,2
GALNT18,7.19586956721459e-26,0.394083492390937,0.947,0.644,1.23027781990668e-21,2
MSANTD3,7.32088494368913e-26,0.316566636690914,0.44,0.12,1.25165169882253e-21,2
1110019B22RIK,7.43844886384499e-26,0.413897605719478,0.72,0.325,1.27175160225158e-21,2
TFDP2,7.46558811679498e-26,0.43450912479378,0.847,0.464,1.27639160032844e-21,2
ANPEP,7.84689139504669e-26,-0.478334119798245,0.493,0.83,1.34158302181113e-21,2
TENT5B,7.86905867145367e-26,0.366330217105453,0.613,0.22,1.34537296105843e-21,2
ASPDH.1,9.31855210843288e-26,-0.542264225205548,0.227,0.639,1.59319285397877e-21,2
COPZ1,1.1442736005663e-25,-0.272394174435004,0.927,0.992,1.9563645748882e-21,2
SPINT1,1.15417124316855e-25,0.258161950971094,0.993,0.951,1.97328657444527e-21,2
ABHD2,1.1898168690391e-25,-0.452751189984945,0.613,0.898,2.03422990099615e-21,2
PPT2,1.19358144540388e-25,-0.363140613157254,0.767,0.944,2.04066619720701e-21,2
PLAAT3,1.2498216547122e-25,-0.416886773658079,0.673,0.918,2.13682008306144e-21,2
VWA8,1.27330796053402e-25,-0.388489765544492,0.707,0.908,2.17697462012501e-21,2
CD34,1.27632338278015e-25,0.424504027278234,0.853,0.432,2.18213008753922e-21,2
UNCX,1.34794524284511e-25,0.32788239957684,0.353,0.076,2.30458198169229e-21,2
SERINC2.1,1.36681277328637e-25,0.426788661191003,0.867,0.519,2.3368397984877e-21,2
ACSF3,1.37689700345996e-25,-0.445009134249917,0.533,0.839,2.35408080681549e-21,2
LMO2,1.40464488997956e-25,0.39687324303456,0.753,0.326,2.40152136839805e-21,2
ENPEP.1,1.41673380919246e-25,-0.581448088293316,0.32,0.707,2.42218979357635e-21,2
C1QTNF4,1.56192232509692e-25,0.298843258090435,0.973,0.882,2.6704185992182e-21,2
MALAT1.1,1.60460397941733e-25,-0.296321223407101,0.98,0.989,2.7433914236098e-21,2
DUSP1,1.83855783439659e-25,0.376649042729394,0.94,0.731,3.14338232946784e-21,2
MYCN,1.84067652007218e-25,0.264005655069201,0.353,0.078,3.14700464636741e-21,2
PLEKHB2,1.86859162772311e-25,-0.344226876474963,0.833,0.957,3.19473110591821e-21,2
1500011B03RIK.1,1.96869844521201e-25,0.384262485011013,0.973,0.683,3.36588373177898e-21,2
FAM81A,2.01277776295952e-25,0.37972807641495,0.78,0.341,3.44124614133189e-21,2
SLC25A35.1,2.39127365983525e-25,0.419949627979911,0.873,0.483,4.08836057622033e-21,2
DOCK1,3.00867700457711e-25,0.41212034297021,0.9,0.544,5.14393507472548e-21,2
UCP2.1,3.43567270044789e-25,0.340276971299941,0.987,0.865,5.87396961595576e-21,2
EPRN,3.57225807666992e-25,0.363229778031138,0.713,0.272,6.10748963368257e-21,2
KCNK5,3.60682768920369e-25,-0.47325686386393,0.467,0.783,6.16659330023155e-21,2
P2RX4,3.72851001938917e-25,-0.458777268318273,0.44,0.779,6.37463358014966e-21,2
IIGP1,3.78198093873191e-25,-0.46017802085745,0.72,0.878,6.46605281094995e-21,2
SLC25A33,3.83829625312242e-25,0.421660407893993,0.8,0.407,6.5623351039634e-21,2
MBOAT2,3.94209955162917e-25,0.391714826441129,0.667,0.274,6.7398076034204e-21,2
CKMT1.2,3.94820488294058e-25,0.372260849341842,0.967,0.755,6.7502458883635e-21,2
APOL11B.1,4.03412398159439e-25,0.418542757018561,0.76,0.337,6.89714177133193e-21,2
TACO1OS,4.12591311077911e-25,0.321764032429567,0.487,0.145,7.05407364549904e-21,2
TNC,4.1955291812592e-25,0.283634102324875,0.38,0.09,7.17309624119885e-21,2
GAA,4.3374697744967e-25,-0.386222542732861,0.707,0.932,7.41577207345701e-21,2
SNX21,4.70477578888237e-25,0.399433219856588,0.847,0.418,8.04375516625219e-21,2
MYH14,4.84060095559195e-25,-0.528695432598002,0.253,0.658,8.27597545377557e-21,2
IFNGR1,4.97053340046094e-25,-0.392819939316451,0.7,0.925,8.49812095476807e-21,2
NMRK1.1,5.09295572803289e-25,-0.445283291651469,0.56,0.847,8.70742640821783e-21,2
UBE2L6.1,5.09996281952194e-25,0.425681903202062,0.893,0.464,8.71940643253666e-21,2
XPNPEP1,5.21302030630077e-25,-0.377854657484412,0.747,0.936,8.91270081768243e-21,2
ECI2,5.29967076245017e-25,-0.266119667315494,0.947,0.984,9.06084710256105e-21,2
RRBP1,5.34728480799747e-25,-0.264131620825115,0.953,0.993,9.14225283623327e-21,2
EPOR,5.37153073060111e-25,0.277255457016324,0.4,0.099,9.18370609010871e-21,2
SPATA33,5.77857428829835e-25,0.327620742637994,0.567,0.191,9.8796284607037e-21,2
AV356131,5.88813890826303e-25,0.343677772568273,0.567,0.2,1.00669510914573e-20,2
G3BP2,6.13259781769607e-25,-0.355571194258807,0.787,0.953,1.0484902488915e-20,2
CHST8,6.23610432875967e-25,0.365574929141022,0.58,0.206,1.06618675708804e-20,2
ERCC1,7.28244888222834e-25,0.397098626827454,0.873,0.46,1.24508028539458e-20,2
BAG4,8.1462584079476e-25,0.416890508470598,0.913,0.595,1.3927658000068e-20,2
CASTOR2,8.97729261240419e-25,-0.511151923986629,0.333,0.724,1.53484771794274e-20,2
SQLE,9.21140068628693e-25,-0.432918720235819,0.66,0.904,1.57487317533448e-20,2
PM20D1,9.93947674830589e-25,-0.480130911187773,0.38,0.754,1.69935233965786e-20,2
CASP7,1.00376888978649e-24,0.393319771463506,0.72,0.328,1.71614367086795e-20,2
MAP4K5,1.20245845402358e-24,0.405841955940247,0.793,0.4,2.05584321884411e-20,2
ADCK1,1.37184659616886e-24,0.390103687474429,0.793,0.371,2.3454461254699e-20,2
MCOLN3,1.39237181296728e-24,0.347370717909138,0.493,0.148,2.38053808863016e-20,2
UPK3B,2.03087631278601e-24,0.258995206910403,0.38,0.089,3.47218923197023e-20,2
RIPOR3,2.09049082779431e-24,0.381218829449796,0.68,0.286,3.57411216827993e-20,2
RGS6,2.18683062735615e-24,0.309546193514634,0.527,0.168,3.7388243235908e-20,2
INPP5B,2.22315663796121e-24,-0.474890692452569,0.4,0.769,3.80093090392229e-20,2
ANKIB1,2.25965638876943e-24,-0.432367612603939,0.547,0.839,3.8633345278791e-20,2
IGF1R,2.33240910835966e-24,-0.26542043900433,0.953,0.983,3.98771985256251e-20,2
WWP1,2.48125527049728e-24,-0.37735460537542,0.727,0.922,4.2422021359692e-20,2
RGL3,2.68025815373196e-24,0.363821011470551,0.947,0.727,4.58243736543554e-20,2
NR0B2,2.69216739866559e-24,0.295178404480698,0.487,0.147,4.60279860149856e-20,2
NIPAL3,2.71847145031484e-24,0.401778481941676,0.86,0.539,4.64777063860329e-20,2
ACBD4,2.76061547221863e-24,-0.40962720331165,0.593,0.839,4.71982427285219e-20,2
LRBA,2.96117360823189e-24,0.381702940274282,0.927,0.655,5.06271851799406e-20,2
GLB1L,3.70259072532361e-24,-0.448698363900149,0.453,0.758,6.33031936308577e-20,2
WSCD1,4.13452540147272e-24,0.336445283479471,0.587,0.211,7.06879807889791e-20,2
CD72,4.20158796604095e-24,0.333662694566816,0.593,0.21,7.18345494554022e-20,2
RENBP.1,4.68262196831797e-24,-0.507601663265481,0.393,0.707,8.00587877923324e-20,2
PFDN4,4.69746599977488e-24,0.408274264184859,0.867,0.496,8.03125761981512e-20,2
HEBP2,4.86820079296581e-24,0.287443430158439,0.407,0.106,8.32316289573365e-20,2
TTC38.1,5.5608739829646e-24,-0.42143282159966,0.573,0.846,9.50742624867457e-20,2
DEF8,5.67089235582862e-24,-0.424834736518402,0.567,0.862,9.6955246607602e-20,2
AU021092,5.70946129988721e-24,0.384775474233426,0.76,0.333,9.76146598441715e-20,2
GMNN,5.79106931101747e-24,0.380063751284686,0.74,0.332,9.90099120104656e-20,2
MAVS,5.9356187351327e-24,0.309147767342816,0.993,0.839,1.01481273514564e-19,2
ZBTB20,6.60043318144299e-24,-0.374991364695097,0.767,0.927,1.12847606103131e-19,2
LPCAT4,7.35439060958991e-24,0.293601404909626,0.46,0.133,1.25738016252159e-19,2
SNN,7.91031570954732e-24,-0.440117871356588,0.507,0.839,1.3524266768613e-19,2
GM3924,8.48157953335219e-24,0.290830773488083,0.4,0.106,1.45009565281722e-19,2
TMEM150A.1,1.00404929479456e-23,-0.461184002361155,0.44,0.751,1.71662307931026e-19,2
SLC2A2.1,1.0407811054502e-23,-0.565649945174263,0.167,0.576,1.77942345598821e-19,2
BID.1,1.05571258316852e-23,-0.462461822445406,0.48,0.792,1.80495180344322e-19,2
EHD1,1.15376024524243e-23,-0.341499736473546,0.787,0.964,1.97258389129098e-19,2
PNP,1.23904204349463e-23,-0.329049794651323,0.84,0.973,2.11839018176277e-19,2
BMYC,1.32731774044165e-23,0.423597178635823,0.74,0.358,2.26931514083309e-19,2
ST7,1.36690880507102e-23,0.358599741381317,0.727,0.314,2.33700398402992e-19,2
GPAM,1.38806814431738e-23,-0.433126512942273,0.567,0.835,2.37318010633943e-19,2
UHMK1,1.41546190678488e-23,-0.360922446975454,0.733,0.934,2.42001522203011e-19,2
ARL3,1.41736833650701e-23,0.255598098507248,0.98,0.939,2.42327464492604e-19,2
SH3BP5,1.52272375057133e-23,-0.460675865292179,0.373,0.707,2.60340079635179e-19,2
NR1H4.1,1.61640143174148e-23,-0.400203985878894,0.673,0.889,2.76356152784841e-19,2
ZFP428,1.65593217301408e-23,0.328182134574789,0.533,0.185,2.83114723620218e-19,2
GBP7,1.68853874314037e-23,-0.489706882006325,0.32,0.695,2.88689468914709e-19,2
ACAD12,1.7208691184137e-23,-0.422554331470709,0.62,0.852,2.9421699317519e-19,2
GNB5,1.72521887228511e-23,0.370343802153191,0.667,0.273,2.94960670594585e-19,2
PTPRD,1.80217494490977e-23,-0.423200705685803,0.547,0.818,3.08117850331223e-19,2
INSR,1.80578038993916e-23,-0.426862081203977,0.507,0.807,3.08734273267899e-19,2
MDFIC,1.89212067171454e-23,0.357665021791872,0.64,0.252,3.23495871243035e-19,2
TSEN54,2.03505184560101e-23,0.379941684286132,0.74,0.351,3.47932814042405e-19,2
PIGQ,2.22291475334553e-23,-0.260467069621009,0.933,0.988,3.80051735379486e-19,2
CTF1,2.23487692407772e-23,0.352010129864718,0.6,0.231,3.82096907709567e-19,2
LHX1OS,2.40238326595212e-23,-0.523357171069507,0.213,0.609,4.10735466979835e-19,2
TEN1,2.43148351955061e-23,0.415440892397438,0.78,0.412,4.15710737337569e-19,2
HSPH1,2.45800947943346e-23,0.310282314374406,0.96,0.818,4.20245880698739e-19,2
GM33543,2.58797823272371e-23,0.29209067782701,0.433,0.124,4.42466638448772e-19,2
PNMAL2,2.7107531804833e-23,0.330509688313928,0.533,0.184,4.6345747126723e-19,2
CHKA,2.73528828672804e-23,0.34430971352674,0.98,0.727,4.67652238381893e-19,2
ZMYND8,2.79708999266754e-23,0.395087648624107,0.847,0.498,4.7821847604637e-19,2
DTX3,2.82930797776441e-23,0.390859248960209,0.787,0.383,4.8372678495838e-19,2
PAK1,3.03296354307866e-23,-0.496674652047581,0.253,0.639,5.18545776960158e-19,2
MAGI3,3.49106419771459e-23,0.337983673503626,0.587,0.223,5.96867245883263e-19,2
AKAP12.1,3.60755212219543e-23,0.342646478144306,0.7,0.268,6.16783186331753e-19,2
GGH,4.11845850931604e-23,0.363465540333869,0.92,0.661,7.04132851337764e-19,2
KAZN,4.16609492954293e-23,0.318241167583098,0.933,0.787,7.12277250103954e-19,2
PPP1R16B.1,4.85592560862881e-23,-0.505048482242677,0.253,0.637,8.30217601307268e-19,2
GALK1,4.96654031116801e-23,-0.347374693624617,0.733,0.912,8.49129397000394e-19,2
RHOB.1,5.46602718310917e-23,0.321694416220051,0.98,0.847,9.34526667496175e-19,2
CSAD,5.69582444560797e-23,-0.432394501538505,0.767,0.93,9.73815105465595e-19,2
ABCA13,6.13932011269883e-23,0.305372608611263,0.527,0.173,1.04963955966812e-18,2
2610016A17RIK,6.3972367099118e-23,0.252856339597723,0.327,0.072,1.09373556029362e-18,2
OPLAH,6.93891889560698e-23,-0.264867178485362,0.933,0.988,1.18634696358193e-18,2
DECR2.1,7.07479135878812e-23,-0.470742881939108,0.38,0.725,1.20957707861201e-18,2
2810001G20RIK,7.39571874294421e-23,0.316738053417292,0.6,0.22,1.26444603348117e-18,2
SLC35A3,7.43111750223946e-23,-0.392549040932402,0.687,0.911,1.27049815935788e-18,2
DHFR.1,7.43269848849503e-23,-0.501126631188668,0.207,0.598,1.27076846057799e-18,2
FAR1,7.648989534787e-23,-0.401123634547112,0.62,0.892,1.30774774076253e-18,2
CISD3,8.31220885206219e-23,-0.361645237271279,0.713,0.932,1.42113834743707e-18,2
OSR2,8.52995364855591e-23,0.275025831798437,0.387,0.102,1.4583661752936e-18,2
CCDC117,1.03953724840035e-22,0.361357095353236,0.713,0.316,1.77729683359008e-18,2
RUFY3,1.16897373044087e-22,-0.419074624132731,0.527,0.818,1.99859438693475e-18,2
ALAD,1.2333793862113e-22,-0.327121497922564,0.827,0.951,2.10870873660545e-18,2
1810019D21RIK,1.24396063782453e-22,0.279499822645513,0.433,0.127,2.1267995024886e-18,2
FBXO2,1.37207913966487e-22,0.266305945063072,0.427,0.12,2.34584370508503e-18,2
MVD,1.40830490830207e-22,-0.445537136587805,0.42,0.738,2.40777890172405e-18,2
TBC1D4,1.63473359897343e-22,0.346340935796454,0.613,0.244,2.79490403416488e-18,2
ROBO3,1.64038780377981e-22,0.260899503962339,0.367,0.093,2.80457102812235e-18,2
1700113A16RIK,1.65315415056453e-22,0.33650067382062,0.633,0.259,2.82639765122017e-18,2
SPI1,1.66313433353485e-22,0.343314046942007,0.573,0.216,2.84346077004453e-18,2
SHROOM3,1.69952033246751e-22,0.369971062509939,0.74,0.349,2.9056699124197e-18,2
MYEF2,1.72309916639973e-22,0.356475713223251,0.647,0.276,2.94598264479361e-18,2
FMO5,1.85851409127295e-22,-0.496936850014865,0.36,0.692,3.17750154184936e-18,2
ITGAE,1.86759756477223e-22,0.292167753553586,0.427,0.125,3.19303155649108e-18,2
TCF7L1,1.90905923049683e-22,0.332659198101721,0.54,0.198,3.26391856638042e-18,2
ACSM5.1,2.20170876015625e-22,-0.497888795838837,0.22,0.616,3.76426146723914e-18,2
CYP51.1,2.20437152844274e-22,-0.493219315001852,0.673,0.893,3.76881400217855e-18,2
WDR34,2.20471690280432e-22,0.378583658259228,0.76,0.387,3.76940448872455e-18,2
STAT1,2.4905365714688e-22,-0.335539461319278,0.873,0.942,4.25807037624022e-18,2
AOAH.1,2.52601974560809e-22,-0.490681636615139,0.193,0.592,4.31873595906615e-18,2
2410004B18RIK,2.65771534440072e-22,0.360614407911283,0.753,0.362,4.54389592432191e-18,2
PIEZO1,2.71823590207523e-22,0.356558777410033,0.927,0.655,4.64736792177802e-18,2
2610306M01RIK,2.78358738959311e-22,0.363393638313928,0.747,0.354,4.75909935998734e-18,2
ALDH3A2,2.84478153349523e-22,-0.401811706158889,0.567,0.867,4.86372298781679e-18,2
BBIP1,3.45553457544217e-22,0.350566946558591,0.973,0.693,5.90792746363348e-18,2
STON2,4.51337683261153e-22,0.32197191129585,0.627,0.248,7.71652037071594e-18,2
TAF8,4.5589101724776e-22,0.339938048225876,0.667,0.29,7.79436872188495e-18,2
PAM.1,4.58891564449349e-22,-0.411594226793306,0.653,0.882,7.84566907739052e-18,2
CTSC,4.75627788580245e-22,0.359678295266082,0.927,0.645,8.13180830135646e-18,2
EIF2AK4,5.00740950548526e-22,0.305916590179389,0.527,0.182,8.56116803152815e-18,2
CASKIN2.1,5.15763104165966e-22,0.345138450092846,0.947,0.696,8.81800179192552e-18,2
ADORA2A,5.38676286071562e-22,0.284104601309499,0.387,0.107,9.20974846296549e-18,2
KRT7.2,6.25176599003781e-22,0.253926802775766,1,0.95,1.06886443131676e-17,2
FHL2.1,7.1145562143039e-22,0.395666650785454,0.86,0.444,1.21637567595954e-17,2
SLC5A11.1,7.13568715391424e-22,-0.499258067793149,0.167,0.568,1.21998843270472e-17,2
GM10804.1,7.38809527043871e-22,-0.498099628417212,0.213,0.592,1.26314264838691e-17,2
LYNX1,7.47208607453672e-22,0.353789264612826,0.74,0.332,1.27750255616354e-17,2
LGALS1,7.49604165960223e-22,-0.322556640856425,0.867,0.977,1.28159824254219e-17,2
SLC4A2,7.90509178859703e-22,0.36178516781057,0.927,0.652,1.35153354309643e-17,2
FAM129B.1,8.02248931106573e-22,0.384884108863687,0.84,0.451,1.37160499751291e-17,2
SLC10A2.1,8.52818179240824e-22,-0.527506181360378,0.34,0.674,1.45806324104804e-17,2
GNGT2.1,8.73836043123635e-22,0.396157086932043,0.787,0.418,1.49399748292848e-17,2
CNDP1.1,8.88682550083777e-22,-0.513954342703294,0.173,0.564,1.51938055587823e-17,2
KLF9,9.13673890579681e-22,-0.260721733955368,0.94,0.987,1.56210825072408e-17,2
VPS51,9.95505881943177e-22,0.317238298519468,0.607,0.235,1.70201640635825e-17,2
INIP,1.01496153332539e-21,0.331135138295657,0.68,0.293,1.73527973352641e-17,2
EPAS1,1.05021841087356e-21,-0.298062479442694,0.88,0.977,1.79555841707053e-17,2
RETREG2,1.06861913346574e-21,-0.254165195460293,0.92,0.985,1.82701813248638e-17,2
LARP4B,1.18054312582875e-21,-0.340078962210489,0.773,0.939,2.01837458222941e-17,2
LNX1,1.22882773129746e-21,0.335219017343568,0.567,0.219,2.10092677219927e-17,2
TMEM50A.1,1.25441146836324e-21,0.284086873639632,0.98,0.883,2.14466728746064e-17,2
0610040J01RIK,1.29536159655873e-21,0.382501068677309,0.913,0.569,2.21467972163646e-17,2
CLDN7.2,1.33403806543747e-21,0.353828481675128,0.953,0.706,2.28080488047844e-17,2
SSBP4.1,1.36999425372798e-21,0.349484742312351,0.953,0.684,2.34227917559872e-17,2
TMEM246,1.38569768440068e-21,0.382594606456021,0.88,0.497,2.36912733101984e-17,2
OSBPL3,1.43935449069426e-21,-0.429122198930166,0.453,0.763,2.46086437273998e-17,2
CMSS1,1.48346007382762e-21,0.357330140484919,0.713,0.34,2.53627168822308e-17,2
CCKAR,1.51599667094216e-21,-0.502497053340825,0.153,0.557,2.59189950830981e-17,2
ARSA,1.53626953417386e-21,0.32333151443138,0.547,0.202,2.62656002257704e-17,2
FGFBP1.1,1.5835413317548e-21,0.359687931453659,0.773,0.344,2.70738061490119e-17,2
FCER1G.1,1.67010996952404e-21,0.383463966071621,0.927,0.623,2.85538701489526e-17,2
GM26532,1.69622684106674e-21,0.374967596633545,0.733,0.356,2.90003903017181e-17,2
NECTIN1.1,1.6973708676069e-21,-0.467992319428019,0.18,0.585,2.90199497234752e-17,2
MICALL1.1,1.78567495423583e-21,0.354937506862524,0.94,0.645,3.052968469257e-17,2
MED30,1.84586142340468e-21,0.378837337734061,0.873,0.506,3.15586927559498e-17,2
MTHFD2L,1.86131621108616e-21,0.362610592903128,0.887,0.647,3.18229232609401e-17,2
IGSF11.1,1.89118878371656e-21,-0.530649703627378,0.113,0.512,3.2333654635202e-17,2
MTOR,1.89427884019194e-21,-0.37822921172157,0.787,0.945,3.23864853307615e-17,2
SNED1,1.91244716035754e-21,0.318143759167522,0.52,0.187,3.26971091006328e-17,2
LARGE2,2.33643855620495e-21,0.369454059594198,0.747,0.375,3.9946089995436e-17,2
IL17RE,2.8089508141698e-21,0.366198033269694,0.753,0.366,4.8024632069861e-17,2
IMMP1L,2.95127420677782e-21,0.337902500719304,0.913,0.683,5.04579351132804e-17,2
CYTH1,2.98817189079488e-21,0.36670580799997,0.853,0.479,5.10887748169201e-17,2
TCIM,3.03663522445359e-21,0.369679580858747,0.9,0.559,5.1917352432483e-17,2
ARHGAP6,3.04891492412944e-21,0.286452536815997,0.473,0.155,5.2127298457841e-17,2
EPHX1.1,3.1673350991747e-21,0.330039910668687,0.947,0.763,5.41519281905898e-17,2
ZDHHC4,3.33369077432524e-21,0.341331704501811,0.927,0.7,5.69961111686387e-17,2
TACC2,3.56781139271042e-21,-0.342024134635815,0.747,0.901,6.099887138117e-17,2
AGTPBP1,3.59304962325803e-21,0.360995597372185,0.74,0.361,6.14303694088425e-17,2
SMIM26,3.7426278433152e-21,0.251947463866899,0.98,0.929,6.398770823716e-17,2
UGT2B37.1,3.94160308104574e-21,-0.583695796256715,0.14,0.528,6.7389587876639e-17,2
SYPL2.1,4.07180155726856e-21,-0.473188952519794,0.153,0.549,6.96155912246206e-17,2
ASPG.1,4.46378363206622e-21,-0.500354258440165,0.167,0.558,7.63173087574361e-17,2
1700086O06RIK,4.54002162187394e-21,0.32182010162454,0.6,0.235,7.76207496691788e-17,2
SLC7A6,4.83465171163246e-21,0.305490716967451,0.507,0.176,8.26580403137802e-17,2
LSM1,5.14261876791048e-21,0.37146152591791,0.893,0.575,8.79233530749655e-17,2
CLEC2H.1,5.49070380356754e-21,-0.531741032734016,0.093,0.494,9.38745629295942e-17,2
NRTN,5.81489781952219e-21,0.376734396354535,0.88,0.592,9.94173080203709e-17,2
SH3YL1,5.8241083276988e-21,0.376760273825247,0.887,0.601,9.95747800786663e-17,2
VPS37D,6.26148264563798e-21,0.340452636975779,0.673,0.298,1.07052568792473e-16,2
CDCA7L,6.79802627815901e-21,0.250725944901908,0.373,0.102,1.16225855277685e-16,2
DCLRE1B,7.8319246659172e-21,0.321947449344667,0.56,0.219,1.33902416013186e-16,2
ARHGAP27OS2,8.73553640014608e-21,0.350181302580196,0.647,0.286,1.49351465833297e-16,2
CLN3,8.78038135108312e-21,0.364807335785928,0.787,0.404,1.50118179959468e-16,2
PANK4,9.37680314469288e-21,0.339544714488466,0.727,0.343,1.60315203364814e-16,2
SPSB4,9.73644625753862e-21,-0.460489915041964,0.24,0.603,1.66464021665138e-16,2
ZMAT5,1.00699622187249e-20,0.323998507457768,0.92,0.716,1.7216614405354e-16,2
SIRT3,1.02570987391471e-20,-0.330026641095873,0.78,0.948,1.75365617143198e-16,2
TANGO2,1.04216311556114e-20,-0.387859400565772,0.553,0.79,1.78178627867488e-16,2
EVC,1.08153198094667e-20,-0.395705526333451,0.58,0.833,1.84909522782453e-16,2
OAF,1.09872244999336e-20,0.309281598099713,0.98,0.772,1.87848577275364e-16,2
SNRNP25,1.13018846325204e-20,0.355865786090304,0.673,0.315,1.93228321562201e-16,2
DANCR,1.17140666953861e-20,0.360997543520601,0.66,0.312,2.00275398291016e-16,2
CELA1.1,1.21881660302556e-20,-0.47160814220334,0.453,0.766,2.08381074619281e-16,2
SPIRE1,1.23199534075246e-20,0.370694198741132,0.853,0.489,2.10634243408448e-16,2
SLC4A7,1.27317104267973e-20,0.324811105259129,0.58,0.227,2.17674053166953e-16,2
DNAJC13.1,1.28903063325929e-20,-0.40395328435219,0.533,0.785,2.20385567368341e-16,2
SYT11,1.29898236863362e-20,0.327418014076418,0.587,0.238,2.2208701556529e-16,2
SRRM2,1.31652768885217e-20,-0.329477741305577,0.807,0.937,2.25086738963055e-16,2
TBC1D2,1.31860881578235e-20,0.288401049515485,0.507,0.175,2.25442549234309e-16,2
GLMP,1.3764598196565e-20,-0.250749238106077,0.933,0.994,2.35333335366671e-16,2
DHRS11,1.39256180386824e-20,0.336064705442442,0.64,0.276,2.38086291607353e-16,2
FZD6,1.5379498151307e-20,0.320537569218691,0.593,0.248,2.62943279892896e-16,2
TRAK2,1.58475367639376e-20,0.250473262215161,0.987,0.92,2.70945336053041e-16,2
DNAJB9,1.58837020896425e-20,0.31178023446822,0.96,0.785,2.71563654626619e-16,2
ACOT3.1,1.59588902721451e-20,-0.479918640247428,0.2,0.571,2.72849146982864e-16,2
SERF1,1.65135833068896e-20,0.38435800866419,0.767,0.429,2.82332733797892e-16,2
RGMB,1.74634355891322e-20,0.35414990661618,0.72,0.345,2.98572358267392e-16,2
