gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,c_seurat_clusters
ACCS,7.09550322101032e-25,0.34662759699725,0.624,0.227,1.21311818569613e-20,3
KMO.2,9.11899146093602e-25,0.377892009199863,0.96,0.706,1.55907397007623e-20,3
IRX2.3,9.2440223580583e-25,0.428064187214931,0.899,0.449,1.58045050255723e-20,3
FADS2.2,9.265522594007e-25,0.324271463908023,0.987,0.858,1.58412639789738e-20,3
OSGIN1.1,1.00179736113039e-24,0.365985514189964,0.987,0.748,1.71277294832463e-20,3
GM11992.1,1.15256065862165e-24,0.428541317324505,0.839,0.408,1.97053295804544e-20,3
SATB2,1.17793025418515e-24,0.320171579342713,0.577,0.192,2.01390735558036e-20,3
KRT7.3,1.19985122556853e-24,-0.368604620023056,0.886,0.963,2.05138564035452e-20,3
TXNRD3,1.5535559481746e-24,0.347701737453639,0.658,0.256,2.65611460459411e-20,3
CD9.1,1.59957892475156e-24,-0.391670427303113,0.779,0.946,2.73480008764775e-20,3
GSTZ1.2,1.63752380566812e-24,0.250212327177425,1,0.957,2.79967445055079e-20,3
EAF2,1.73280240016148e-24,0.411821870898651,0.899,0.569,2.96257226355609e-20,3
RHBDL1,1.90563272494885e-24,0.307671806507387,0.523,0.164,3.25806026984504e-20,3
TCEAL8,2.20980589078636e-24,-0.493302234625109,0.262,0.677,3.77810513147744e-20,3
MAP3K15,2.46792647524806e-24,0.370867749958426,0.664,0.276,4.21941389473162e-20,3
STK32A,4.22252587456153e-24,0.300293992592209,0.503,0.156,7.21925248773784e-20,3
TCEA3.2,4.24729425826705e-24,0.373897561739023,0.973,0.76,7.26159899335917e-20,3
STMN1,4.39405007636273e-24,0.407431042536875,0.886,0.535,7.51250741555737e-20,3
WDR55,4.53182090276207e-24,0.400924300997417,0.792,0.403,7.74805419745231e-20,3
CYP2D12.2,4.74239114414862e-24,-0.602888407508041,0.322,0.665,8.1080661391509e-20,3
ANXA6.2,5.00657012656805e-24,-0.424288682273849,0.617,0.887,8.5597329453934e-20,3
HPD.2,5.06006400277772e-24,-0.387774812881128,0.96,0.939,8.65119142554907e-20,3
DHDH,5.700787974137e-24,0.370116704850025,0.698,0.29,9.74663719938203e-20,3
MOCOS,6.2880722810801e-24,0.355398802816169,0.671,0.268,1.07507171789627e-19,3
PHKB,7.6159358664882e-24,0.393098492938262,0.872,0.581,1.30209655509349e-19,3
VSTM5,7.63971375074484e-24,0.317761047754026,0.51,0.164,1.30616185996485e-19,3
GGACT.1,7.73667892478396e-24,0.30837890604901,0.973,0.872,1.32273999577031e-19,3
STAT1.1,8.58304556305529e-24,-0.402472095549081,0.738,0.957,1.46744329991556e-19,3
MGAM.1,1.11157951125052e-23,0.366668508160518,0.966,0.732,1.90046749038502e-19,3
PARP3,1.17020646514848e-23,0.406771754171376,0.758,0.379,2.00070199346436e-19,3
2310009A05RIK,1.19183596601259e-23,0.33168254226475,0.96,0.754,2.03768195109172e-19,3
PMEPA1.2,1.23000254050587e-23,-0.503973681934335,0.383,0.749,2.10293534350289e-19,3
AQP3.2,1.27553725786118e-23,-0.533017254188478,0.483,0.866,2.18078604976526e-19,3
FAM169B,1.38837499123956e-23,0.304741597665364,0.557,0.183,2.37370472252227e-19,3
ESPN.1,1.55282859200687e-23,0.388670862666257,0.805,0.38,2.65487104375414e-19,3
SLC6A9,1.98241519252569e-23,0.374399197680382,0.732,0.33,3.38933525466117e-19,3
CXXC5,2.03752735718009e-23,-0.353232710781995,0.799,0.952,3.48356052257079e-19,3
ZFP444.1,2.04017894212901e-23,0.328541590850058,0.973,0.792,3.48809393735796e-19,3
DHCR24.2,2.21316151556853e-23,-0.407604006687311,0.799,0.878,3.78384224316751e-19,3
FADS1.1,2.28903679236577e-23,0.327612391162237,0.96,0.767,3.91356620390776e-19,3
HSPB2.1,2.36134318211204e-23,0.378133378150325,0.718,0.318,4.03718843845695e-19,3
STEAP2.1,2.61570691434886e-23,-0.458610123622998,0.597,0.842,4.47207411146225e-19,3
NPL.2,2.77534221927735e-23,-0.548853713736337,0.188,0.593,4.74500259229848e-19,3
CLCNKB.2,3.0639022572544e-23,-0.368308200222038,0.966,0.978,5.23835368922785e-19,3
AK4.2,3.11446825327886e-23,0.304281976065139,1,0.891,5.32480637263086e-19,3
PPP3CC,3.30472100948974e-23,0.336293300649361,0.711,0.291,5.65008150992461e-19,3
SLC26A1.2,3.39493299896583e-23,-0.548235987941702,0.235,0.62,5.80431694833188e-19,3
CPE.2,3.58698806015301e-23,-0.516499135253092,0.456,0.759,6.1326734864436e-19,3
GRAMD4,3.70000434621853e-23,0.344192114121326,0.691,0.292,6.32589743072982e-19,3
SGSM2.2,4.04803445990377e-23,-0.508066561268348,0.389,0.73,6.92092451609748e-19,3
NOTUM.2,4.15596938872681e-23,0.364907150831797,0.752,0.327,7.10546086390622e-19,3
CSPG4.1,4.32156310851677e-23,0.400106747139881,0.745,0.38,7.38857644663112e-19,3
CLDN8.2,4.43415696943663e-23,-0.501525861236266,0.389,0.722,7.5810781706458e-19,3
PLS1.1,4.58468036761196e-23,0.408292752500976,0.859,0.524,7.83842802450616e-19,3
DYNLT1F,4.64455413433291e-23,0.322543895341576,0.617,0.232,7.94079420346898e-19,3
GPT2.2,5.56781736202557e-23,-0.553133465603313,0.201,0.609,9.51929734385512e-19,3
NAGLU.1,5.63317230612111e-23,0.33821041213695,0.973,0.766,9.63103469177527e-19,3
4930594M22RIK,6.8656267463063e-23,0.255677733794717,0.349,0.084,1.17381620481599e-18,3
RHOC,7.31077271458974e-23,-0.426107569374988,0.544,0.841,1.24992281101341e-18,3
IPP,7.73209382640706e-23,0.285517917122888,0.517,0.167,1.32195608150081e-18,3
C1RL.1,9.94563632356779e-23,0.373599804043273,0.765,0.355,1.70040544224038e-18,3
HDAC6.1,1.19627335251102e-22,0.352550831449554,0.94,0.715,2.04526855078809e-18,3
SYTL3,1.36217268854379e-22,0.253479220022255,0.409,0.109,2.32890664560332e-18,3
SRRM2.1,1.60788503502089e-22,-0.332321201235207,0.839,0.933,2.74900104437522e-18,3
PLPBP.1,1.67199246289547e-22,0.255895908529245,1,0.929,2.85860551381239e-18,3
HSD11B2.3,1.7158316917296e-22,-0.526753384774658,0.685,0.926,2.93355744335009e-18,3
DUSP14,1.90042845601266e-22,0.354587784546275,0.705,0.302,3.24916253124485e-18,3
ANXA5.2,1.90459365933106e-22,-0.301141564826211,0.906,0.974,3.25628377935832e-18,3
CYP2D26.2,1.95276761101612e-22,-0.376609114681476,0.906,0.898,3.33864678455426e-18,3
TANGO2.1,2.00402394343348e-22,0.331654558514486,0.973,0.741,3.42627973608822e-18,3
DPYSL3,2.25639076678562e-22,0.277723559291005,0.463,0.137,3.85775129397337e-18,3
GM40614,2.29962937762391e-22,0.280724801703339,0.456,0.137,3.93167634692359e-18,3
CSRP1.2,2.30513929259528e-22,-0.44336037897181,0.557,0.845,3.94109664855016e-18,3
RUNDC3A,2.80203488571778e-22,0.327663005618706,0.544,0.197,4.7906390441117e-18,3
ACOT4.2,3.37537162044974e-22,0.372367297458203,0.946,0.651,5.77087285948292e-18,3
SLC12A7,3.8131986683179e-22,-0.387237887360176,0.671,0.894,6.51942576322311e-18,3
ATG101,3.92911239359615e-22,0.367780790485257,0.906,0.616,6.71760345933133e-18,3
TGTP1.1,4.96192442471672e-22,-0.496915707116224,0.302,0.708,8.48340218893818e-18,3
PODXL.1,5.26029309582058e-22,-0.475458802268118,0.664,0.864,8.99352310592444e-18,3
2500002B13RIK,5.46000381906943e-22,0.273278532478945,0.45,0.135,9.33496852946301e-18,3
HERC4,5.57681916984731e-22,0.385023145082293,0.826,0.465,9.53468773468795e-18,3
PLEKHB1,5.59283945961932e-22,0.352934974619757,0.638,0.268,9.56207762411115e-18,3
LPGAT1,5.66042844676829e-22,0.297140741310462,0.98,0.818,9.67763451543975e-18,3
SLC5A6,5.84114547904309e-22,0.395825714035321,0.826,0.478,9.98660642551997e-18,3
MTMR11.1,6.11302067965301e-22,0.388693120630115,0.866,0.524,1.04514314560027e-17,3
PBXIP1.1,6.21486801727871e-22,-0.362275663302762,0.732,0.923,1.06255598491414e-17,3
BEND5,6.7316368417213e-22,0.385554690074912,0.779,0.425,1.15090795082909e-17,3
MRPL50.1,6.88556896251601e-22,0.293272993174811,0.973,0.856,1.17722572552136e-17,3
SLC19A3.1,6.8911029775795e-22,0.334554980511918,0.678,0.278,1.17817187607677e-17,3
CYP2J5.2,7.01230999514247e-22,0.25863602394668,1,0.953,1.19889463986951e-17,3
IKBKB.1,7.13207187056359e-22,0.253099240161421,0.973,0.92,1.21937032771026e-17,3
SNX1,7.33802541530517e-22,0.303759304382537,0.953,0.798,1.25458220525473e-17,3
ZFP503,7.60350195318665e-22,-0.344391671483054,0.772,0.913,1.29997072893632e-17,3
DCN.1,7.64436368180433e-22,0.354185367219814,0.987,0.857,1.30695685867809e-17,3
MVD.1,7.99233125892695e-22,0.355844548391169,0.933,0.679,1.36644887533874e-17,3
GFER,8.6521622296944e-22,0.31913447106622,0.953,0.769,1.47926017641085e-17,3
PRODH2.2,9.99165248446006e-22,-0.575412301028088,0.174,0.562,1.70827282526814e-17,3
STRADB,1.04062664253995e-21,0.373458925836715,0.805,0.421,1.77915937075055e-17,3
NGEF,1.06311228282819e-21,0.366791978855424,0.866,0.591,1.81760306995135e-17,3
FLNA.1,1.09887393833455e-21,-0.43295175122001,0.584,0.86,1.87874477237058e-17,3
SLC39A14.1,1.22406129496067e-21,0.377433804933129,0.826,0.465,2.09277759599425e-17,3
ARHGAP22,1.32221600351695e-21,0.317258072532624,0.557,0.205,2.26059270121293e-17,3
GM35281,1.33857092639923e-21,0.300902808493227,0.537,0.189,2.28855471286476e-17,3
SLC22A30.2,1.52614039377471e-21,0.386625451618208,0.893,0.532,2.60924223123661e-17,3
LIMD2,1.61838033763143e-21,0.38399380465075,0.846,0.486,2.76694486324845e-17,3
HNF1A,1.72459921684418e-21,0.381930299396276,0.792,0.444,2.94854728103849e-17,3
FAHD2A,1.81260369682276e-21,-0.338549486393037,0.792,0.948,3.09900854045788e-17,3
HOXD8.1,1.89174648842641e-21,-0.33722703205139,0.879,0.946,3.23431897126263e-17,3
SLC44A4.1,1.92074390769968e-21,0.317828437749159,0.96,0.781,3.28389585899414e-17,3
IFIT3,1.93958734712859e-21,-0.44589664566447,0.47,0.808,3.31611248738576e-17,3
TRPS1,2.25215857371544e-21,0.379460296111285,0.785,0.4,3.85051551348128e-17,3
LPAR6,2.39101083121941e-21,0.330044033701018,0.671,0.281,4.08791121813582e-17,3
CFAP36,2.57990725599505e-21,0.366725629570518,0.893,0.559,4.41086743557475e-17,3
ORAI1,2.88934152292643e-21,0.370612306003165,0.879,0.578,4.93990720174732e-17,3
ZFP35,2.89751599307775e-21,0.370002375889871,0.812,0.448,4.95388309336503e-17,3
HIF1A.1,2.96347098963986e-21,-0.334105872859434,0.779,0.922,5.06664635098726e-17,3
DNPH1.2,3.61442660960544e-21,0.382760796864538,0.839,0.451,6.17958517444242e-17,3
FBXL2,3.74153482304284e-21,0.257887211512411,0.423,0.123,6.39690208695634e-17,3
ETV6,4.08933026664772e-21,0.375473572724672,0.785,0.404,6.99152795688761e-17,3
GM45083,4.1766207824755e-21,0.288897145534143,0.483,0.158,7.14076855179836e-17,3
BMP7,4.18359764272629e-21,-0.452479256254855,0.309,0.683,7.15269688976913e-17,3
GSTO1.1,4.21086166379281e-21,-0.417203064934275,0.53,0.804,7.19931018658657e-17,3
JARID2,4.51809415896458e-21,0.35975269552009,0.866,0.512,7.72458558358174e-17,3
SULT1B1,4.57257899704057e-21,0.256673355107386,0.389,0.109,7.81773831124026e-17,3
MKRN2OS,4.82363729339663e-21,0.317567422444841,0.624,0.248,8.24697268052022e-17,3
BMP4.1,5.2898502737223e-21,0.3742168350015,0.893,0.577,9.04405701298302e-17,3
SLC7A8.1,5.32447704375726e-21,-0.492085772333973,0.215,0.601,9.10325840171178e-17,3
GLYAT.2,5.46331003118224e-21,-0.28404066294027,0.987,0.906,9.34062116031227e-17,3
AADAC.2,5.68958090965714e-21,0.31620111614474,1,0.851,9.72747648124082e-17,3
ARHGAP27,5.7029689800807e-21,0.346168637229013,0.752,0.348,9.75036606524397e-17,3
NIT1.2,6.05653442687006e-21,0.268452361718978,1,0.912,1.03548569096197e-16,3
UAP1L1.2,6.38296222771989e-21,-0.351296685406436,0.872,0.9,1.09129505207327e-16,3
HSD17B14.2,6.52097994320753e-21,0.363129755605559,0.705,0.31,1.11489194089019e-16,3
SCNN1B.1,8.97449023936525e-21,-0.579452892361818,0.342,0.712,1.53436859622428e-16,3
TGFA,8.98864290664122e-21,0.267964439543398,0.443,0.134,1.53678827774845e-16,3
IGSF11.2,9.18056893934987e-21,-0.522839386474979,0.121,0.511,1.56960187156065e-16,3
C1D.1,9.57409833560445e-21,0.260219435526083,0.98,0.902,1.63688359243829e-16,3
NEK6,1.04680551383284e-20,0.351261808472936,0.711,0.327,1.78972338700001e-16,3
SLC17A1.2,1.16125476669381e-20,0.257226943794739,1,0.94,1.9853972746164e-16,3
E130102H24RIK,1.1675590036615e-20,0.273584823924926,0.463,0.15,1.99617562856007e-16,3
2310016G11RIK,1.16906738528208e-20,0.263131827242129,0.376,0.106,1.99875450861678e-16,3
UBE2E1,1.17610486612642e-20,0.275095243123116,0.98,0.878,2.01078648961635e-16,3
ANXA11.1,1.2661779911462e-20,-0.307932265791311,0.852,0.964,2.16478451146266e-16,3
COQ3,1.56258857446386e-20,0.36015410372875,0.725,0.362,2.67155768576086e-16,3
UGT2B37.2,1.73427301809037e-20,-0.575806432305578,0.148,0.527,2.9650865790291e-16,3
TBX2.2,2.00458451139241e-20,-0.503679016084581,0.268,0.643,3.4272381391276e-16,3
LRRK2,2.25126295711931e-20,0.330926845301599,0.946,0.714,3.84898427778688e-16,3
GSAP,2.28081771148718e-20,0.260168992542544,0.396,0.114,3.89951404132964e-16,3
NMRAL1,2.64683147723637e-20,0.264735681805413,0.503,0.169,4.52528777663102e-16,3
POLG2,2.67044191030346e-20,0.302516621656839,0.591,0.23,4.56565453404582e-16,3
TKT,2.80837147572633e-20,-0.296946921314635,0.839,0.969,4.80147271204931e-16,3
STXBP6,2.85985308038981e-20,0.337762898934893,0.698,0.312,4.88949081154245e-16,3
SLC18B1,3.10409384132742e-20,0.316151279670858,0.664,0.281,5.30706924051749e-16,3
PDSS1,3.21315149630239e-20,0.34113290594647,0.638,0.285,5.4935251132282e-16,3
0610006L08RIK,3.3063585295894e-20,0.256862778790111,0.463,0.147,5.652881178039e-16,3
F11R.2,3.38740801174277e-20,-0.267519351216826,0.926,0.977,5.79145147767662e-16,3
CKMT1.3,3.54187469707028e-20,-0.443660069394245,0.544,0.804,6.05554316958105e-16,3
APOM.2,3.96688441735465e-20,-0.412537600158858,0.779,0.842,6.78218228835124e-16,3
WIPI1,4.04396393989497e-20,0.36484196018039,0.846,0.532,6.91396514803843e-16,3
CETN4,4.57940063136599e-20,0.326343549522777,0.644,0.273,7.82940125944643e-16,3
CD47,4.6109811738898e-20,-0.274896091141221,0.879,0.979,7.88339451299939e-16,3
PECR.2,4.7052396315117e-20,0.277479454438501,1,0.912,8.04454819799555e-16,3
RHOT2,4.80926992333221e-20,-0.306430650767582,0.832,0.952,8.22240878792108e-16,3
ZFP830,4.8312211592711e-20,0.320669335812208,0.624,0.265,8.25993881600579e-16,3
SELENOH,5.28153350931504e-20,0.344015544269894,0.899,0.654,9.02983784087593e-16,3
1700016C15RIK,5.83110962927408e-20,0.341548893293461,0.933,0.726,9.96944813316989e-16,3
AKR1B3.1,6.18257904625858e-20,-0.403674536171249,0.711,0.912,1.05703553953883e-15,3
RNF183,6.59660248099828e-20,-0.466473396292731,0.154,0.542,1.12782112617628e-15,3
GM15222,7.08549608141565e-20,0.252112908685309,0.456,0.147,1.21140726503963e-15,3
CES2E.1,7.27327535564214e-20,0.317050657070915,0.631,0.257,1.24351188755414e-15,3
ASB9.1,7.561040802765e-20,-0.434849087824015,0.342,0.68,1.29271114604873e-15,3
ERMP1.3,7.98330836338117e-20,-0.410595937896467,0.49,0.787,1.36490623088728e-15,3
NPR2,8.0395322529659e-20,0.283187615441643,0.49,0.17,1.37451882928958e-15,3
SLC13A2.2,8.76483591077181e-20,0.319270627443872,0.987,0.819,1.49852399566466e-15,3
ANKRD9.1,1.01769662398266e-19,0.359768273350793,0.772,0.422,1.73995591802315e-15,3
GFM2,1.05721335710803e-19,0.356206779165236,0.779,0.411,1.80751767664759e-15,3
TACSTD2.3,1.54578092275465e-19,-0.479678959500486,0.409,0.74,2.64282164363363e-15,3
VWCE,1.59994798905081e-19,0.297353074750188,0.591,0.23,2.73543107688017e-15,3
IQCG,1.64601206857159e-19,0.33907953855476,0.725,0.334,2.81418683363686e-15,3
ITGB5,1.66051334197033e-19,-0.31123726158344,0.839,0.956,2.83897966076667e-15,3
CXCL14,1.77307120780527e-19,0.392478987932274,0.792,0.431,3.03141984398467e-15,3
GGT6.1,1.8248158416438e-19,0.363756965376525,0.779,0.417,3.11988764445841e-15,3
PANTR1.2,1.85984733007721e-19,0.328753927484574,0.926,0.728,3.17978098023301e-15,3
FBXL15,2.12516500154887e-19,0.350349303364487,0.893,0.585,3.63339460314811e-15,3
LYRM2,2.14240984307308e-19,0.347259113507704,0.852,0.544,3.66287810870204e-15,3
FASN,2.37220406439746e-19,0.318733688836803,0.919,0.647,4.05575728890034e-15,3
CLDN1,2.45969985852677e-19,0.304359238661006,0.617,0.249,4.20534884812322e-15,3
PEX3,2.55395146712217e-19,0.356445152830547,0.819,0.483,4.36649082333877e-15,3
SLC6A20B.2,2.66207168502293e-19,0.30166749000327,0.993,0.849,4.55134395988371e-15,3
TSPAN13.1,2.77085276417336e-19,0.346294411147774,0.752,0.372,4.73732697090719e-15,3
SLC27A1,3.38735475846163e-19,-0.333530580574292,0.758,0.934,5.79136043054185e-15,3
NUDT12,4.2802728224283e-19,0.339330278078963,0.758,0.375,7.31798244450566e-15,3
PGM1.1,4.30986592104433e-19,0.286292876232842,1,0.867,7.36857776520949e-15,3
TSKU.1,4.57601648446236e-19,0.347585027043373,0.691,0.324,7.8236153834853e-15,3
GAS1,4.62398585889016e-19,-0.415597616804341,0.369,0.725,7.9056286229445e-15,3
FAT1,4.85045592918303e-19,0.35206876724894,0.832,0.523,8.29282450212423e-15,3
GM17251,5.0556671119965e-19,0.312665541963319,0.624,0.275,8.64367406138041e-15,3
MGMT,5.1540859680106e-19,0.295141594415515,0.537,0.206,8.81194077950772e-15,3
SLC16A12,5.3253830407796e-19,-0.362557468954171,0.617,0.838,9.10480738482088e-15,3
CFD.1,5.62461580589657e-19,-0.524910607258526,0.711,0.862,9.61640564334136e-15,3
H2-DMB1.2,5.68581047987891e-19,-0.362928001392791,0.752,0.879,9.72103017744898e-15,3
SLC35F3,6.15514686537338e-19,0.266678325332942,0.463,0.158,1.05234545957289e-14,3
CPN1.2,6.31340678029303e-19,-0.431828258274988,0.597,0.778,1.0794031572267e-14,3
STARD5.1,6.43804845011304e-19,0.276482682381197,0.98,0.866,1.10071314351583e-14,3
GNAI1,6.86795866993188e-19,0.331174616011165,0.879,0.559,1.17421489379825e-14,3
DYNC2H1,8.26778369525363e-19,0.317548250254174,0.671,0.299,1.41354297837751e-14,3
KCNJ10.1,8.5542479832987e-19,-0.40339335835114,0.631,0.84,1.46251977770458e-14,3
DNAJC22.2,1.03061475713681e-18,0.316454784654465,0.705,0.311,1.76204205027681e-14,3
PLEKHF1,1.1189978967314e-18,0.291135232860971,0.651,0.269,1.91315070404168e-14,3
FBP2.1,1.32917138375814e-18,0.358003017622431,0.779,0.406,2.2724843148113e-14,3
PKLR,1.3311863570977e-18,0.279360467397706,0.49,0.179,2.27592931472994e-14,3
SEL1L3.1,1.5135578131382e-18,0.350041924313044,0.765,0.393,2.58772979312238e-14,3
ATP6V0E2,1.54275487298342e-18,0.346398041978795,0.826,0.524,2.63764800633975e-14,3
MPI,1.60359853321494e-18,0.3447099741639,0.852,0.559,2.74167241223758e-14,3
IFT122,1.61235258212377e-18,0.350113153580505,0.812,0.502,2.75663920965701e-14,3
TET2,1.81629415612706e-18,0.350809947027764,0.792,0.47,3.10531811873043e-14,3
HAVCR1,1.84667056283232e-18,0.263033530650322,0.396,0.122,3.15725266127442e-14,3
BC024386.3,1.88656558796214e-18,0.366196040240316,0.886,0.593,3.22546118573887e-14,3
SP5.1,2.16139451488035e-18,0.317441834567995,0.725,0.336,3.69533620209094e-14,3
TXNIP,2.269369598172e-18,-0.25325064325097,0.96,0.986,3.87994120199466e-14,3
ATG4D,2.30640671372887e-18,-0.350916676178238,0.624,0.855,3.94326355846224e-14,3
AMT.1,2.47857409084655e-18,0.345966368739214,0.886,0.586,4.23761812312034e-14,3
ZMYND10.2,2.51863616437664e-18,0.314527328839995,0.973,0.77,4.30611225023475e-14,3
FGFR4.2,2.77568446281836e-18,0.344322778157892,0.785,0.436,4.74558772608054e-14,3
YEATS2,2.86847552677544e-18,0.310773611076943,0.638,0.283,4.90423260812797e-14,3
PON2,3.34133666479033e-18,0.351244165250154,0.799,0.469,5.71268329579203e-14,3
SCNN1A.1,3.54917618923693e-18,-0.254096470965762,0.98,0.973,6.06802653073838e-14,3
H2-DMB2.1,3.64297446154362e-18,-0.487404912314154,0.436,0.711,6.22839343690113e-14,3
SCCPDH,3.69683201925264e-18,0.34121843496428,0.745,0.401,6.32047370331623e-14,3
NFYA,3.69849734005483e-18,0.312457374056907,0.705,0.333,6.32332090229174e-14,3
UPB1.2,3.92012733208853e-18,0.277182812503488,1,0.901,6.70224169967175e-14,3
SLC34A2,4.29899157178886e-18,0.250556730417632,0.396,0.123,7.34998589028742e-14,3
IFRD2.2,4.8260593863109e-18,0.334556357133561,0.872,0.585,8.25111373277575e-14,3
ENTPD8,5.21102582111015e-18,0.272530722081232,0.544,0.21,8.90929084635203e-14,3
HNF4AOS.2,5.25039256703833e-18,0.328226058860713,0.718,0.335,8.97659617186544e-14,3
PACC1,6.07889623711929e-18,0.280275636522858,0.544,0.216,1.03930888966029e-13,3
PLEKHB2.1,6.31407487270447e-18,-0.265808564792058,0.886,0.95,1.07951738098628e-13,3
CLEC2H.2,6.31469713204331e-18,-0.489420021905627,0.134,0.489,1.07962376866545e-13,3
EFHD1.3,6.39034129814671e-18,-0.371091388872312,0.758,0.904,1.09255665174414e-13,3
KLHL3.2,6.74352282103929e-18,-0.490093732497402,0.208,0.555,1.15294009671309e-13,3
TMEM125,7.26855654696954e-18,0.323205018420949,0.698,0.324,1.24270511283538e-13,3
OSBPL3.1,7.49694034434899e-18,0.308572876404569,0.919,0.709,1.28175189067335e-13,3
FMNL1.1,7.56888106162371e-18,0.358523751309472,0.819,0.473,1.29405159510581e-13,3
CHUK.1,8.15648358688601e-18,0.262067340255303,0.987,0.852,1.3945139988499e-13,3
OGFR.1,9.10860325258283e-18,-0.352013589875663,0.617,0.836,1.55729789809409e-13,3
SLC16A7.2,9.48902792965782e-18,-0.358252448096624,0.765,0.908,1.6223391051336e-13,3
ANKRD33B.1,9.7410628048386e-18,0.352141257190231,0.752,0.455,1.66542950774326e-13,3
GSTM2.1,9.91685990815738e-18,-0.33515157959874,0.792,0.929,1.69548553849767e-13,3
IDI1,1.05104202258354e-17,0.32837796142525,0.752,0.394,1.79696654601108e-13,3
ORMDL2,1.08646843897646e-17,0.319361812867408,0.913,0.674,1.85753509011806e-13,3
DCDC2A,1.14799134271907e-17,0.263921225655028,0.537,0.209,1.96272079864679e-13,3
ARHGAP24,1.20401114772453e-17,-0.293128454760908,0.819,0.909,2.05849785926463e-13,3
GM15889.1,1.24556334006943e-17,0.295260613870477,0.946,0.779,2.1295396425167e-13,3
PHYHD1.2,1.39735951589358e-17,0.303663944632273,0.94,0.728,2.38906556432326e-13,3
BCKDHB.1,1.40581826070737e-17,-0.406389808783832,0.564,0.841,2.40352748033138e-13,3
CUTAL.1,1.56230505490771e-17,0.324459854558562,0.913,0.652,2.67107295237571e-13,3
MPP6.1,1.65014890203776e-17,0.297607793062764,0.926,0.711,2.82125957781396e-13,3
MDK.1,1.75245012721033e-17,-0.478861659869338,0.282,0.616,2.9961639824915e-13,3
GM11423,1.84935094125744e-17,0.286395263373203,0.55,0.224,3.16183530426784e-13,3
STARD8,2.01588427212365e-17,-0.348731784231801,0.638,0.886,3.4465573400498e-13,3
NSDHL,2.13219909020533e-17,0.342010044596528,0.859,0.521,3.64542078452405e-13,3
SMIM24.2,2.74416780742733e-17,0.259622027188464,1,0.907,4.69170370035851e-13,3
2010204K13RIK,2.90231441327255e-17,0.260492984932102,0.53,0.203,4.96208695237208e-13,3
GNMT.2,3.91131595938788e-17,0.277196566030168,0.993,0.86,6.68717689576546e-13,3
OVOL1,5.09134532556698e-17,0.279237846081892,0.638,0.279,8.70467310312186e-13,3
NHSL1,6.00663932769842e-17,0.325383277128672,0.705,0.372,1.0269551258566e-12,3
LITAF.2,6.38581890926691e-17,-0.366056357558488,0.711,0.901,1.09178345891736e-12,3
LRRC28,6.61086984229941e-17,0.327808820126005,0.758,0.419,1.13026041693793e-12,3
CD55,6.80835152213144e-17,0.255672493915277,0.503,0.187,1.16402385973881e-12,3
CHD3,6.95262834183867e-17,-0.328510945373828,0.658,0.863,1.18869086760416e-12,3
LAMB2.1,7.74657935041008e-17,-0.351111946564833,0.644,0.839,1.32443267153961e-12,3
EGLN3,7.86851638288081e-17,0.308096676248151,0.617,0.294,1.34528024598113e-12,3
HSPA2,8.00018281242706e-17,0.292564816478511,0.557,0.234,1.36779125544065e-12,3
NUDT1,8.17381080496031e-17,0.329032415250027,0.785,0.449,1.39747643332406e-12,3
LARS2.1,8.31969255890636e-17,-0.316285014708064,0.799,0.896,1.42241783679622e-12,3
CLCN2,8.43174917314965e-17,0.301313288741345,0.685,0.329,1.44157615613339e-12,3
HIST2H2AA1,8.85219678886726e-17,0.265884306336793,0.456,0.171,1.51346008499264e-12,3
CRIP2.2,8.94216613205409e-17,-0.326466854501031,0.826,0.953,1.52884214359729e-12,3
WDPCP,9.34045768582359e-17,0.266642616634789,0.53,0.212,1.59693805054526e-12,3
HPS5,9.3437890964548e-17,0.329692360732104,0.859,0.517,1.59750762182088e-12,3
USP20.1,1.03383290545166e-16,0.326766919452215,0.832,0.528,1.76754411845071e-12,3
RXRA.2,1.08453974101817e-16,-0.297304986827783,0.799,0.892,1.85423759521876e-12,3
ARHGEF19,1.27589422515176e-16,0.267323664460319,0.517,0.206,2.18139635674196e-12,3
PEX11G,1.37648482823721e-16,0.321989726112876,0.725,0.389,2.35337611083716e-12,3
ACKR3.1,1.37799912591369e-16,0.287756815866226,0.953,0.76,2.35596510557464e-12,3
STARD4,1.40145593183616e-16,0.324358925905385,0.758,0.426,2.39606920666028e-12,3
KCNJ1.3,1.45762501624086e-16,-0.295692116951678,0.913,0.964,2.49210149026701e-12,3
HEXA,1.48011924130497e-16,-0.373710431891044,0.483,0.739,2.5305598668591e-12,3
SLC9A3.1,1.5500431053781e-16,-0.332977908493689,0.732,0.897,2.65010869726494e-12,3
SLC26A4.2,1.93212291251877e-16,-0.574406885839102,0.181,0.517,3.30335054353334e-12,3
SHMT1.1,2.00035682040799e-16,-0.338335300634653,0.638,0.86,3.42001005585154e-12,3
SLC5A1.1,2.05628616245916e-16,0.311253944577406,0.899,0.68,3.51563245195642e-12,3
ITGA7,2.05817554461674e-16,0.256201496918999,0.503,0.197,3.51886272863124e-12,3
SLC2A2.2,2.24254555457701e-16,-0.456641500194234,0.275,0.563,3.83408013466032e-12,3
PWWP3A,2.30181984149932e-16,0.322356435354538,0.738,0.396,3.93542138301138e-12,3
